Subject,Dict_Key,Acc_Diff_Mean,Acc_Diff_Median,Acc_Diff_Std,Box_Diff_Mean,Box_Diff_Median,Box_Diff_Std
X05398,"(4, 3)",-0.04844137900225309,-0.04844137900225309,0.0050542625667508445,-0.006702701696970811,-0.006702701696970811,0.00243781831037874
X05398,"(4, 4)",-0.093103417773018,-0.093103417773018,0.0430635643067947,-0.010276995034655557,-0.010276995034655557,0.005251195008167997
X44909,"(1, 1)",-0.12708791760190774,-0.12708791760190774,0.003687475274607832,-0.012014300019169847,-0.012014300019169847,0.0
X44909,"(1, 2)",-0.1025573475110804,-0.1025573475110804,0.00011310390960251465,0.06511984165020598,0.06511984165020598,0.018414591662197687
X44909,"(1, 3)",0.07912679423864824,0.07912679423864824,0.02326450286694211,0.06926014284129321,0.06926014284129321,0.021459657164606533
X44909,"(1, 4)",-0.23411544344059315,-0.23411544344059315,0.04910011599914001,-0.03489689996058587,-0.03489689996058587,0.0589217000087956
X44909,"(2, 1)",-0.14004635359709383,-0.14004635359709383,0.15127430381995452,-0.11731780000263825,-0.11731780000263825,0.13357090001227334
X44909,"(2, 2)",0.011951661140922186,0.011951661140922186,0.1107279133333057,0.03293870247434825,0.03293870247434825,0.08670962249161676
X44909,"(2, 3)",-0.05717863709938899,-0.05717863709938899,0.022859220783006534,-0.011084869226369146,-0.011084869226369146,0.03459686922948234
X44909,"(2, 4)",0.14201979429041978,0.14201979429041978,0.013497260802782615,0.14355054998789757,0.14355054998789757,0.04306744997059771
X44909,"(3, 1)",-0.10157647409752024,-0.10157647409752024,0.04959646921577576,-0.028054149937815964,-0.028054149937815964,0.08689375000540167
X44909,"(3, 2)",-0.07380894701223753,-0.07380894701223753,0.0006570833248033467,-0.03135465998784639,-0.03135465998784639,0.01668181999702938
X44909,"(3, 3)",0.01528232978632333,0.01528232978632333,0.031832289854652154,0.050357338035594605,0.050357338035594605,0.021941715794213466
X44909,"(3, 4)",0.07212204259928116,0.07212204259928116,0.061842226734004815,0.1356290625366715,0.1356290625366715,0.072664437520351
X44909,"(4, 1)",-0.181256097772323,-0.181256097772323,0.044363756656102135,-0.007352779991924765,-0.007352779991924765,0.04076612000353634
X44909,"(4, 2)",-0.18762925574313005,-0.18762925574313005,0.04220513090861347,-0.11183270213223295,-0.11183270213223295,0.007666064593649935
X44909,"(4, 3)",0.007489711562334988,0.007489711562334988,0.019823105888719383,0.08958069466046124,0.08958069466046124,0.10309421964796327
X44909,"(4, 4)",-0.12821449074262134,-0.12821449074262134,0.2119890992725345,-0.05173012502200436,-0.05173012502200436,0.07276767496659886
X98504,"(1, 1)",-0.03053357971107283,-0.03053357971107283,0.01538145759437185,-0.013872498766692916,-0.013872498766692916,0.007629317013127952
X98504,"(1, 2)",-0.06839429387036959,-0.06839429387036959,0.05554394593136011,-0.04322810522235277,-0.04322810522235277,0.026512076608782225
X98504,"(1, 3)",0.01457098439369273,0.01457098439369273,0.01223961308846512,0.033146413611107026,0.033146413611107026,0.010271286334362672
X98504,"(1, 4)",-0.005177991364970179,-0.005177991364970179,0.03715748954400701,0.02133935035626386,0.02133935035626386,0.03699054374158675
X98504,"(2, 1)",-0.03252287573252113,-0.03252287573252113,0.004437848014139711,0.012489522798345067,0.012489522798345067,0.008271815711990572
X98504,"(2, 2)",-0.0542251843837202,-0.0542251843837202,0.027474631355426153,-0.009163119985411566,-0.009163119985411566,0.022339129975686472
X98504,"(2, 3)",0.012423450393156312,0.012423450393156312,0.011366225732430662,0.058571349371982835,0.058571349371982835,0.021739033954546384
X98504,"(2, 4)",0.02775734590285331,0.02775734590285331,0.003765961198276213,0.07769007536064071,0.07769007536064071,0.0062080336845776254
X98504,"(3, 1)",-0.18770137116848515,-0.18770137116848515,0.0075184891883069704,-0.021178991399761857,-0.021178991399761857,0.0020377358322906675
X98504,"(3, 2)",-0.17443407808930386,-0.17443407808930386,0.03977810859209302,-0.029364836766299876,-0.029364836766299876,0.009676526804369957
X98504,"(3, 3)",-0.16534034339807502,-0.16534034339807502,0.028590293037935963,-0.013948613448659532,-0.013948613448659532,0.00019003652582446576
X98504,"(3, 4)",-0.1318918707526446,-0.1318918707526446,0.004058215680797311,0.027037223520250443,0.027037223520250443,0.0007180647226050496
X98504,"(4, 1)",-0.24386397667953305,-0.24386397667953305,0.01408672464551955,-0.025230088882381096,-0.025230088882381096,0.0009061889043853917
X98504,"(4, 2)",-0.24905475901818558,-0.24905475901818558,0.023768247091248015,-0.06189958666606496,-0.06189958666606496,0.002585479997408883
X98504,"(4, 3)",-0.19841509313003872,-0.19841509313003872,0.015096573313183953,-0.010033589330435331,-0.010033589330435331,0.0015471392793447846
X98504,"(4, 4)",-0.17367343721840234,-0.17367343721840234,0.022270792908588077,-0.002124099981632422,-0.002124099981632422,0.0007339999905194748
X03004,"(1, 1)",-0.054792242244691515,-0.054792242244691515,0.0,0.015047500084619969,0.015047500084619969,0.0
X03004,"(1, 2)",-0.07941557362961066,-0.07941557362961066,0.01596449929925843,-0.01202829999383539,-0.01202829999383539,0.0
X03004,"(1, 3)",-0.020199666827864483,-0.020199666827864483,0.021789603146906027,0.06358236666225518,0.06358236666225518,0.0
X03004,"(1, 4)",-0.07677517823120773,-0.07677517823120773,0.0,0.2219770000083372,0.2219770000083372,0.0
X03004,"(2, 1)",-0.004502521117147644,-0.004502521117147644,0.0,0.01935386665475865,0.01935386665475865,0.0
X03004,"(2, 2)",-0.026436430091423966,-0.026436430091423966,0.004457788136892734,0.0007847458368309564,0.0007847458368309564,0.008567554162356019
X03004,"(2, 3)",0.009351867515695457,0.009351867515695457,0.01325121374512167,0.05181532916928215,0.05181532916928215,0.0023638458381659185
X03004,"(2, 4)",0.027692079937938874,0.027692079937938874,0.0,0.0782994333615837,0.0782994333615837,0.0
X03004,"(3, 1)",-0.07439363674710188,-0.07439363674710188,0.0,-0.04330566669038186,-0.04330566669038186,0.0
X03004,"(3, 2)",-0.08767858497211217,-0.08767858497211217,0.01591036174112128,-0.042628918451821214,-0.042628918451821214,0.026467258469067296
X03004,"(3, 3)",-0.04814721713394527,-0.04814721713394527,0.042120449213535256,0.00813097302240997,0.00813097302240997,0.03231919969336807
X03004,"(3, 4)",-0.05128295492592161,-0.05128295492592161,0.0,-0.013852885733025946,-0.013852885733025946,0.0
X03004,"(4, 1)",-0.06925842536621318,-0.06925842536621318,0.0,-0.0004259999841451645,-0.0004259999841451645,0.0
X03004,"(4, 2)",-0.07894403759163914,-0.07894403759163914,0.025292207428617396,-0.05652074998943135,-0.05652074998943135,0.0
X03004,"(4, 3)",-0.024314977445867733,-0.024314977445867733,0.03256498506244345,0.05344034287346793,0.05344034287346793,0.0
X03004,"(4, 4)",0.050317329063550104,0.050317329063550104,0.0,0.12705559999449179,0.12705559999449179,0.0
X42448,"(1, 1)",-0.08525701392285542,-0.08525701392285542,0.056535205765014834,0.038217024999653404,0.038217024999653404,0.008195875000069464
X42448,"(1, 2)",-0.03446904940594622,-0.03446904940594622,0.06431908713038649,-0.03262933333318566,-0.03262933333318566,0.0
X42448,"(1, 3)",-0.08905456308985972,-0.08905456308985972,0.08926819195628764,0.009457603571101054,0.009457603571101054,0.04355554642841396
X42448,"(1, 4)",-0.11034465633815921,-0.11034465633815921,0.05502783396702423,-0.0019291649995238913,-0.0019291649995238913,0.08797263499957353
X42448,"(2, 1)",-0.04867343716631792,-0.04867343716631792,0.07673943844151246,0.046413279999887896,0.046413279999887896,0.12378678000013679
X42448,"(2, 2)",-0.050860296070172686,-0.050860296070172686,0.11868112929601156,-0.11189028571438289,-0.11189028571438289,0.0
X42448,"(2, 3)",-0.048624336451767246,-0.048624336451767246,0.00741778340527198,0.03545862499959185,0.03545862499959185,0.0006211749996509752
X42448,"(2, 4)",-0.07961811654784924,-0.07961811654784924,0.05000901711782243,0.012637799999348925,0.012637799999348925,0.0023982999993753156
X42448,"(3, 1)",-0.13036806169749102,-0.13036806169749102,0.037040967920644846,0.04312128333314528,0.04312128333314528,0.0
X42448,"(3, 2)",-0.10334500790994404,-0.10334500790994404,0.106289085056667,-0.06807227499984947,-0.06807227499984947,0.018649525000000722
X42448,"(3, 3)",-0.08337654293917329,-0.08337654293917329,0.014759946856480306,0.017551810714329416,0.017551810714329416,0.038382139285723885
